ID,公司,職務,類別,工作內容,風險等級,自動化風險分數
b26317f5-9c57-440b-a5fb-b22565abd22f,Autopass Inc_麻吉行得通股份有限公司,產品部｜資料工程助理（歡迎應屆畢業生）,助理工程師,"【職缺說明】
在 Autopass，我們相信下一世代的出行不只是從 A 點到 B 點的移動，更是每一個細節都能讓人安心、便利、甚至充滿驚喜的體驗。我們的願景是成為車主與合作夥伴心中最信賴的出行體驗整合品牌，讓每一次出行都變成更好的故事。

而這一切的基礎，來自「資料品質管理團隊」對商家資訊準確性的堅持，我們處理的是全台停車場、加油站等出行場景的圖資，這些資料不只影響導航是否正確、費率是否即時，更直接決定車主是否信任我們的服務。只有在地點、費率、車位等資訊皆準確的前提下，才能打造真正可靠的產品體驗。

為此，我們正在尋找一位對資料分析有熱情的你，無論是否為相關科系背景，或是新鮮人、轉職者，只要具備 SQL、Python 、 App Script 的實務經驗，能獨立解決技術問題，並熱衷參與0到1的流程建立，你就是我們在尋找的夥伴，期待透過你的專業優化流程，讓團隊邁向更自動化、規模化的目標前進，讓圖資的品質有更進一步的提升。


【工作內容】
1.圖資維護作業
・蒐集並匯整停車場、加油站等出行場景的地址、費率、營業時間等資訊。
・定期進行資料驗證與後台校正，確保地圖資訊即時、完整且正確。
2.支援用戶/商家圖資回報作業
・處理用戶/商家圖資回報，更新異動資訊，維護圖資準確性
・同步系統後台與資料庫資訊，確保資料一致性
3.資料擷取與流程優化
・撰寫與維護資料擷取工具（如網路爬蟲），自動化取得外部資料來源
・優化資料處理與驗證邏輯，提升流程效率與準確率，邁向全自動化
4.資料轉換與比對支援
・使用 Python、SQL 等工具，進行資料轉換與格式整理
・善用自動化工具執行大量資料比對，提升資料規模化處理能力

【必備條件】
1.熟悉 Python 爬蟲技術 → 自動化擷取公開資料源。
2.熟悉 SQL 語法與資料查詢邏輯 → 可獨立進行大規模資料比對，驗證資料正確性。
3.熟悉 Google Apps Script → 提升資料處理效率，降低人工作業。
4.擅長溝通協作，具備獨立解決技術問題的能力。
5.樂於與團隊共同建立從 0 到 1 的流程與工具，勇於嘗試、快速迭代。
6.對地理資訊與圖資有熱忱，做事細心、耐心，能處理重複性任務並主動提出優化建議。
7.具備資料清洗與錯誤比對的邏輯能力，能精準提出數據需求。
8.注重資料品質與處理方法，重視成果的完整性與過程的正確性。
9.對資料結構規劃與驗證策略設計有興趣，願意深入理解資料背後的邏輯與應用。

【加分條件】
有汽車駕駛經驗，並經常使用圖資工具，能以產品立場提出改善建議。

【團隊希望你能帶來的價值】
1.將繁雜、分散、非結構化的資料，整理為可驗證、可追蹤、可自動化的工作流程。
2.成為資料品質管理團隊中的技術支援角色，將運營思維轉化為具體的工程實踐。
3.協助我們從「人工」進化到「流程自動化」的資料驗證體系。

【薪資福利】
1.每週三 WFH / WFA，讓你有更多工作環境的選擇。
2.配備 MAC、27寸螢幕、升降桌、人體工學椅，硬體設備升級到最舒適。
3.扁平化的組織架構，溝通零距離，人人都能參與決策與創新。
4.提供 Mentor 制度，確保新成員快速融入並持續成長。
5.定期與主管 1-on-1 ，協助員工發展專業技能與職涯規劃。
6.只要你有想法，坦誠溝通，可以一起實現各種可能性。",中風險,0.405
b26317f5-9c57-440b-a5fb-b22565abd22f,Autopass Inc_麻吉行得通股份有限公司,產品部｜資料工程助理（歡迎應屆畢業生）,資料科學家,"【職缺說明】
在 Autopass，我們相信下一世代的出行不只是從 A 點到 B 點的移動，更是每一個細節都能讓人安心、便利、甚至充滿驚喜的體驗。我們的願景是成為車主與合作夥伴心中最信賴的出行體驗整合品牌，讓每一次出行都變成更好的故事。

而這一切的基礎，來自「資料品質管理團隊」對商家資訊準確性的堅持，我們處理的是全台停車場、加油站等出行場景的圖資，這些資料不只影響導航是否正確、費率是否即時，更直接決定車主是否信任我們的服務。只有在地點、費率、車位等資訊皆準確的前提下，才能打造真正可靠的產品體驗。

為此，我們正在尋找一位對資料分析有熱情的你，無論是否為相關科系背景，或是新鮮人、轉職者，只要具備 SQL、Python 、 App Script 的實務經驗，能獨立解決技術問題，並熱衷參與0到1的流程建立，你就是我們在尋找的夥伴，期待透過你的專業優化流程，讓團隊邁向更自動化、規模化的目標前進，讓圖資的品質有更進一步的提升。


【工作內容】
1.圖資維護作業
・蒐集並匯整停車場、加油站等出行場景的地址、費率、營業時間等資訊。
・定期進行資料驗證與後台校正，確保地圖資訊即時、完整且正確。
2.支援用戶/商家圖資回報作業
・處理用戶/商家圖資回報，更新異動資訊，維護圖資準確性
・同步系統後台與資料庫資訊，確保資料一致性
3.資料擷取與流程優化
・撰寫與維護資料擷取工具（如網路爬蟲），自動化取得外部資料來源
・優化資料處理與驗證邏輯，提升流程效率與準確率，邁向全自動化
4.資料轉換與比對支援
・使用 Python、SQL 等工具，進行資料轉換與格式整理
・善用自動化工具執行大量資料比對，提升資料規模化處理能力

【必備條件】
1.熟悉 Python 爬蟲技術 → 自動化擷取公開資料源。
2.熟悉 SQL 語法與資料查詢邏輯 → 可獨立進行大規模資料比對，驗證資料正確性。
3.熟悉 Google Apps Script → 提升資料處理效率，降低人工作業。
4.擅長溝通協作，具備獨立解決技術問題的能力。
5.樂於與團隊共同建立從 0 到 1 的流程與工具，勇於嘗試、快速迭代。
6.對地理資訊與圖資有熱忱，做事細心、耐心，能處理重複性任務並主動提出優化建議。
7.具備資料清洗與錯誤比對的邏輯能力，能精準提出數據需求。
8.注重資料品質與處理方法，重視成果的完整性與過程的正確性。
9.對資料結構規劃與驗證策略設計有興趣，願意深入理解資料背後的邏輯與應用。

【加分條件】
有汽車駕駛經驗，並經常使用圖資工具，能以產品立場提出改善建議。

【團隊希望你能帶來的價值】
1.將繁雜、分散、非結構化的資料，整理為可驗證、可追蹤、可自動化的工作流程。
2.成為資料品質管理團隊中的技術支援角色，將運營思維轉化為具體的工程實踐。
3.協助我們從「人工」進化到「流程自動化」的資料驗證體系。

【薪資福利】
1.每週三 WFH / WFA，讓你有更多工作環境的選擇。
2.配備 MAC、27寸螢幕、升降桌、人體工學椅，硬體設備升級到最舒適。
3.扁平化的組織架構，溝通零距離，人人都能參與決策與創新。
4.提供 Mentor 制度，確保新成員快速融入並持續成長。
5.定期與主管 1-on-1 ，協助員工發展專業技能與職涯規劃。
6.只要你有想法，坦誠溝通，可以一起實現各種可能性。",中風險,0.394
2585803b-464b-48b4-bc45-d46dd501ad2e,宏益科技服務股份有限公司,資訊助理,資訊助理,"客戶需求：
1.熟悉Office(word、excel(基本函數要會：加減乘除、下拉選單等)、ppt等)
2.製作會議記錄
3.文件事務協助
4.主管交辦事項",低風險,0.297
ffaa7ab8-352d-4e03-a4b0-20224d9b6983,正麗科技股份有限公司,MES軟體工程師《麥寮》,軟體工程師,"一、能力需求
1.理工科系畢業 或 已具備軟體相關培訓者。
2.曾使用.net軟體開發尤佳。
3.需有資料庫使用經驗。 
4.大學(含)以上日間部畢，善於溝通及表達能力，有學習熱忱者。
5.主動積極、樂觀進取、具高度學習意願且有團隊工作精神者佳。
6.具自動控制、監控系統軟體設計、MES專案 及 半導體設備交訊之1年以上軟體開發經歷者優先。

二、工作條件
汽車駕照或機車駕照

三、薪資及福利制度
1.年終依公司營運，保障2個月起，未滿一年者，發放時依年資比例計算後給付。
2.團體保險。
3.生育補助、結婚補助及親屬喪葬慰問金(在職滿一年後)。
4.端午獎金、中秋禮金 /禮盒(在職滿一年後)。
5.交通津貼 或 住宿津貼 （二擇一）。
6.工作日供午餐。
7.不定期員工聚餐。
8.定期員工健康檢查。
9.免費停車位。

四、其他說明
1.依勞基法申請加班費或補休。
2.特休比照勞基法規定。
3.完善績效考核制度，定期員工考核評估，作為調整薪資、獎金及升遷依據。
4.週休二日(依政府機關行事曆休假)，但須接受緊急on call。
5.特別休假(年度終結未休之日數發給工資)。

五、工作內容：
根據能力分派至 系統開發 或 維護 之工作。
提供完整職前訓練，主管給予協助，並於2-3個月間進行考核驗證，評估否能勝任。

備註：剛畢業 或 無相關工作經驗者，依能力，起薪從新台幣35000-38000起。

六、上班地點
麥寮

七、 意者請透過104人力銀行應徵",低風險,0.232
ffaa7ab8-352d-4e03-a4b0-20224d9b6983,正麗科技股份有限公司,MES軟體工程師《麥寮》,MES工程師,"一、能力需求
1.理工科系畢業 或 已具備軟體相關培訓者。
2.曾使用.net軟體開發尤佳。
3.需有資料庫使用經驗。 
4.大學(含)以上日間部畢，善於溝通及表達能力，有學習熱忱者。
5.主動積極、樂觀進取、具高度學習意願且有團隊工作精神者佳。
6.具自動控制、監控系統軟體設計、MES專案 及 半導體設備交訊之1年以上軟體開發經歷者優先。

二、工作條件
汽車駕照或機車駕照

三、薪資及福利制度
1.年終依公司營運，保障2個月起，未滿一年者，發放時依年資比例計算後給付。
2.團體保險。
3.生育補助、結婚補助及親屬喪葬慰問金(在職滿一年後)。
4.端午獎金、中秋禮金 /禮盒(在職滿一年後)。
5.交通津貼 或 住宿津貼 （二擇一）。
6.工作日供午餐。
7.不定期員工聚餐。
8.定期員工健康檢查。
9.免費停車位。

四、其他說明
1.依勞基法申請加班費或補休。
2.特休比照勞基法規定。
3.完善績效考核制度，定期員工考核評估，作為調整薪資、獎金及升遷依據。
4.週休二日(依政府機關行事曆休假)，但須接受緊急on call。
5.特別休假(年度終結未休之日數發給工資)。

五、工作內容：
根據能力分派至 系統開發 或 維護 之工作。
提供完整職前訓練，主管給予協助，並於2-3個月間進行考核驗證，評估否能勝任。

備註：剛畢業 或 無相關工作經驗者，依能力，起薪從新台幣35000-38000起。

六、上班地點
麥寮

七、 意者請透過104人力銀行應徵",低風險,0.228
b75ab735-da46-4e21-a3b7-d747ccf78ff3,格雷維蒂互動股份有限公司,Jr. / Sr. Backend Developer - 後端工程師 / 資深後端工程師,Internet程式設計師,"1. 精通 C# ASP.NET Core 開發 Web 應用。
2. 熟悉 MS SQL 資料庫設計與應用，有 NOSQL（Redis）經驗加分。
3. 具 MVC 概念、熟悉運用主流 .NET libraries。
4. 熟練使用 Git 進行版本控制、VS Code 或 Visual Studio 等相關工具。
5. 有 Docker 使用經驗與串接 Web API 經驗。
6. 具備 RESTful API 設計、規劃、開發以及維護能力佳。
7. 參與官網、電商、活動網頁、後台管理系統、第三方金流串接等系統開發。
8. 良好的團隊合作精神，熱衷學習新技術。
9. 具遊戲業網站開發或電商網站開發經驗加分。",低風險,0.263
b75ab735-da46-4e21-a3b7-d747ccf78ff3,格雷維蒂互動股份有限公司,Jr. / Sr. Backend Developer - 後端工程師 / 資深後端工程師,軟體工程師,"1. 精通 C# ASP.NET Core 開發 Web 應用。
2. 熟悉 MS SQL 資料庫設計與應用，有 NOSQL（Redis）經驗加分。
3. 具 MVC 概念、熟悉運用主流 .NET libraries。
4. 熟練使用 Git 進行版本控制、VS Code 或 Visual Studio 等相關工具。
5. 有 Docker 使用經驗與串接 Web API 經驗。
6. 具備 RESTful API 設計、規劃、開發以及維護能力佳。
7. 參與官網、電商、活動網頁、後台管理系統、第三方金流串接等系統開發。
8. 良好的團隊合作精神，熱衷學習新技術。
9. 具遊戲業網站開發或電商網站開發經驗加分。",低風險,0.263
b75ab735-da46-4e21-a3b7-d747ccf78ff3,格雷維蒂互動股份有限公司,Jr. / Sr. Backend Developer - 後端工程師 / 資深後端工程師,後端工程師,"1. 精通 C# ASP.NET Core 開發 Web 應用。
2. 熟悉 MS SQL 資料庫設計與應用，有 NOSQL（Redis）經驗加分。
3. 具 MVC 概念、熟悉運用主流 .NET libraries。
4. 熟練使用 Git 進行版本控制、VS Code 或 Visual Studio 等相關工具。
5. 有 Docker 使用經驗與串接 Web API 經驗。
6. 具備 RESTful API 設計、規劃、開發以及維護能力佳。
7. 參與官網、電商、活動網頁、後台管理系統、第三方金流串接等系統開發。
8. 良好的團隊合作精神，熱衷學習新技術。
9. 具遊戲業網站開發或電商網站開發經驗加分。",低風險,0.265
fbbaba73-cbb3-4d55-bd19-b876a7cf441d,全聯福利中心_全聯實業股份有限公司,資訊部-DBA 資料庫管理師,資料庫管理人員,"1.具備MS-SQL(主)與ORACLE(次)資料庫的日常維護與管理經驗。
2.有能力執行大型企業的資料庫的管理或是版本昇級、備援、容錯設計使用經驗為佳。
3.具有優化調校既有的DB 屬性、環境參數、交易語法效能經驗。
4.根據系統開發需求規劃資料庫伺服器硬體資源設定。
5.積極學習，快速熟悉所負責的業務邏輯，明確各模組之間的資料庫調用關係。
6.負責資料庫的日常操作、安裝、配置、監控、負載均衡、即時備份、災難恢復和管理。",低風險,0.263
98b5657d-4653-4c53-8926-2abde63bb191,宏燁資訊股份有限公司,系統工程師(CIS-IS),產品售後技術服務,"本公司為提供資訊系統整合之資訊服務公司
專注於資訊基礎架構、容器開源解決方案、產業應用解決方案、數據與商業智能解決方案。
歡迎具團隊精神、服務熱忱之有志從事資訊服務人才加入。

工作內容
1.  AIX、Linux 系統建置與維護服務。
2. Shell Script、作業SOP撰寫、 系統升級轉換。
3. 儲存環境管理建置、備份系統建置。
4. 專案管理及客戶問題處理。",低風險,0.293
98b5657d-4653-4c53-8926-2abde63bb191,宏燁資訊股份有限公司,系統工程師(CIS-IS),業務支援工程師,"本公司為提供資訊系統整合之資訊服務公司
專注於資訊基礎架構、容器開源解決方案、產業應用解決方案、數據與商業智能解決方案。
歡迎具團隊精神、服務熱忱之有志從事資訊服務人才加入。

工作內容
1.  AIX、Linux 系統建置與維護服務。
2. Shell Script、作業SOP撰寫、 系統升級轉換。
3. 儲存環境管理建置、備份系統建置。
4. 專案管理及客戶問題處理。",低風險,0.277
98b5657d-4653-4c53-8926-2abde63bb191,宏燁資訊股份有限公司,系統工程師(CIS-IS),系統工程師,"本公司為提供資訊系統整合之資訊服務公司
專注於資訊基礎架構、容器開源解決方案、產業應用解決方案、數據與商業智能解決方案。
歡迎具團隊精神、服務熱忱之有志從事資訊服務人才加入。

工作內容
1.  AIX、Linux 系統建置與維護服務。
2. Shell Script、作業SOP撰寫、 系統升級轉換。
3. 儲存環境管理建置、備份系統建置。
4. 專案管理及客戶問題處理。",低風險,0.266
48c53fca-05e7-4ecd-83cb-12c9a2d10dcb,新勝達實業股份有限公司,資訊高手,軟體工程師,"【APPLE IOS通訊軟體工程師、軟體專案主管專案管理師】

希望若您對APPLE IOS的工作方法蘋果Mac能學有所長。
懂Python …GIS…Adobe …
這3個都有所專精的話，

請您能趕緊主動與我們聯絡~

現在立足於新創企業
真的需要【通訊軟體工程師、軟體專案主管專案管理師】高手
必須要有成功的專業將CRM 與 APPLE IOS與CallCenter AI系統規劃建置服務，從CRM的建置、語音流程的規劃，到CTI專案導入、客服營運相關系統建置、客製化產品開發。

通訊APPLE IOS專案導入有成功真實的實務經歷~
~請附上真實成功的經歷由過程到結果的資料佐證

CRM我司已自行開發到了一個需要進入軟體整合的階段




目前我們有承接台北與高雄2地分公司的一些資訊工作
A.
1.
流程控堅信S O P
2.
能自主樹立APPLE IOS通訊軟體、軟體專案外包KPI績效管理系統。
B. 
1.
說話有精神.思維反應快
2.
開會隨時帶著平板筆電
詳細記憶更相信記錄
不需要特別指導能獨立工作者
C.
1.
曾經領導過六人以上的
PM專案管理企劃團隊
又或者是
有實戰資訊外包管理的主管


期許在無夢的時代
依然懷有夢想的人
　
再次感謝您百忙中與我們聯繫

盼望2025年可以讓您看見美好的未來。有希望的人生～

我們需要您的加入
由衷謝謝您的支持～
祝福您工作愉快
期待能趕快到您的回覆。
歡迎被埋沒的人.您可以出現",低風險,-0.701
48c53fca-05e7-4ecd-83cb-12c9a2d10dcb,新勝達實業股份有限公司,資訊高手,通訊軟體工程師,"【APPLE IOS通訊軟體工程師、軟體專案主管專案管理師】

希望若您對APPLE IOS的工作方法蘋果Mac能學有所長。
懂Python …GIS…Adobe …
這3個都有所專精的話，

請您能趕緊主動與我們聯絡~

現在立足於新創企業
真的需要【通訊軟體工程師、軟體專案主管專案管理師】高手
必須要有成功的專業將CRM 與 APPLE IOS與CallCenter AI系統規劃建置服務，從CRM的建置、語音流程的規劃，到CTI專案導入、客服營運相關系統建置、客製化產品開發。

通訊APPLE IOS專案導入有成功真實的實務經歷~
~請附上真實成功的經歷由過程到結果的資料佐證

CRM我司已自行開發到了一個需要進入軟體整合的階段




目前我們有承接台北與高雄2地分公司的一些資訊工作
A.
1.
流程控堅信S O P
2.
能自主樹立APPLE IOS通訊軟體、軟體專案外包KPI績效管理系統。
B. 
1.
說話有精神.思維反應快
2.
開會隨時帶著平板筆電
詳細記憶更相信記錄
不需要特別指導能獨立工作者
C.
1.
曾經領導過六人以上的
PM專案管理企劃團隊
又或者是
有實戰資訊外包管理的主管


期許在無夢的時代
依然懷有夢想的人
　
再次感謝您百忙中與我們聯繫

盼望2025年可以讓您看見美好的未來。有希望的人生～

我們需要您的加入
由衷謝謝您的支持～
祝福您工作愉快
期待能趕快到您的回覆。
歡迎被埋沒的人.您可以出現",低風險,-1.14
48c53fca-05e7-4ecd-83cb-12c9a2d10dcb,新勝達實業股份有限公司,資訊高手,資料科學家,"【APPLE IOS通訊軟體工程師、軟體專案主管專案管理師】

希望若您對APPLE IOS的工作方法蘋果Mac能學有所長。
懂Python …GIS…Adobe …
這3個都有所專精的話，

請您能趕緊主動與我們聯絡~

現在立足於新創企業
真的需要【通訊軟體工程師、軟體專案主管專案管理師】高手
必須要有成功的專業將CRM 與 APPLE IOS與CallCenter AI系統規劃建置服務，從CRM的建置、語音流程的規劃，到CTI專案導入、客服營運相關系統建置、客製化產品開發。

通訊APPLE IOS專案導入有成功真實的實務經歷~
~請附上真實成功的經歷由過程到結果的資料佐證

CRM我司已自行開發到了一個需要進入軟體整合的階段




目前我們有承接台北與高雄2地分公司的一些資訊工作
A.
1.
流程控堅信S O P
2.
能自主樹立APPLE IOS通訊軟體、軟體專案外包KPI績效管理系統。
B. 
1.
說話有精神.思維反應快
2.
開會隨時帶著平板筆電
詳細記憶更相信記錄
不需要特別指導能獨立工作者
C.
1.
曾經領導過六人以上的
PM專案管理企劃團隊
又或者是
有實戰資訊外包管理的主管


期許在無夢的時代
依然懷有夢想的人
　
再次感謝您百忙中與我們聯繫

盼望2025年可以讓您看見美好的未來。有希望的人生～

我們需要您的加入
由衷謝謝您的支持～
祝福您工作愉快
期待能趕快到您的回覆。
歡迎被埋沒的人.您可以出現",低風險,-0.527
1e6dda3a-f78b-4e0c-8c14-d1b47ed7c928,曜驊智能股份有限公司,Full-Stack Engineer,軟體工程師,"Are you interested in working for a growing and progressive organization? 
Are you looking for a full-stack position that will challenge you professionally and provide a good work/quality of life balance in a start-up atmosphere with other young talented individuals? 
We have created unique and innovative cloud-based  SaaS that target millions of customers worldwide. We always strive to create products & services that are exciting and change the way people work and communicate. 


Required Skills:
1. Proficient in Go, Python, PHP,  Node.js, JAVA
2. Excellent in Javascript, HTML, CSS
3. Familiar with Web Technology (RESTful API/ Backend/Frontend)
4. Familiar with Linux.
5. Basic Understanding of SQL or NOSQL.
6. Familiar with Version Control tools, preferably Git.
7. Strong understanding of Version Control flow.


Personality:
1. Problem Solver
2. Team player
3. Familiar with Agile Development and Scrum.
4. High degree of integrity, passion, drive, flexibility, and a self-starter. 


Nice to have:
- Experiences in JS Frameworks (Angular.js, React.js, Vue.js, Ember.js, Backbone.js, Node.js, D3.js, etc)
- Familiar with Google Cloud Serice, AWS, Linode, DigitalOcean, or equivalent.
- Love reading Tech sites (Hacker News/Techcrunch or others)",高風險,8.851
1e6dda3a-f78b-4e0c-8c14-d1b47ed7c928,曜驊智能股份有限公司,Full-Stack Engineer,Internet程式設計師,"Are you interested in working for a growing and progressive organization? 
Are you looking for a full-stack position that will challenge you professionally and provide a good work/quality of life balance in a start-up atmosphere with other young talented individuals? 
We have created unique and innovative cloud-based  SaaS that target millions of customers worldwide. We always strive to create products & services that are exciting and change the way people work and communicate. 


Required Skills:
1. Proficient in Go, Python, PHP,  Node.js, JAVA
2. Excellent in Javascript, HTML, CSS
3. Familiar with Web Technology (RESTful API/ Backend/Frontend)
4. Familiar with Linux.
5. Basic Understanding of SQL or NOSQL.
6. Familiar with Version Control tools, preferably Git.
7. Strong understanding of Version Control flow.


Personality:
1. Problem Solver
2. Team player
3. Familiar with Agile Development and Scrum.
4. High degree of integrity, passion, drive, flexibility, and a self-starter. 


Nice to have:
- Experiences in JS Frameworks (Angular.js, React.js, Vue.js, Ember.js, Backbone.js, Node.js, D3.js, etc)
- Familiar with Google Cloud Serice, AWS, Linode, DigitalOcean, or equivalent.
- Love reading Tech sites (Hacker News/Techcrunch or others)",高風險,1.527
66846630-ad7c-4adc-aefd-de238185fc3d,互動資通股份有限公司,infra工程師,系統工程師,"※目前上班地及面試地點：新北市新店區北新路三段207-3號11樓

本職位本職位負責簡訊平台的基礎架構維運與優化，包含環境部署、網路設定、資源監控、自動化工具應用等工作，確保平台穩定、高可用且具可擴展性。您將與 SRE 團隊與主管密切合作，支援平台在高流量情境下持續穩定運作。主要的工作項目如下：

1.維護與管理平台基礎架構（網路、主機、儲存、虛擬化、雲端環境）
2.規劃並執行環境部署、自動化建置、備援架構與容量管理
3.建立與維護監控、告警機制，提升系統可觀察性
4.協助排查平台事件與維運問題，並提供技術支援
5.撰寫並維護 Infra 相關作業流程與操作手冊（Runbook / Playbook）",低風險,0.294
66846630-ad7c-4adc-aefd-de238185fc3d,互動資通股份有限公司,infra工程師,網路管理工程師,"※目前上班地及面試地點：新北市新店區北新路三段207-3號11樓

本職位本職位負責簡訊平台的基礎架構維運與優化，包含環境部署、網路設定、資源監控、自動化工具應用等工作，確保平台穩定、高可用且具可擴展性。您將與 SRE 團隊與主管密切合作，支援平台在高流量情境下持續穩定運作。主要的工作項目如下：

1.維護與管理平台基礎架構（網路、主機、儲存、虛擬化、雲端環境）
2.規劃並執行環境部署、自動化建置、備援架構與容量管理
3.建立與維護監控、告警機制，提升系統可觀察性
4.協助排查平台事件與維運問題，並提供技術支援
5.撰寫並維護 Infra 相關作業流程與操作手冊（Runbook / Playbook）",低風險,0.308
66846630-ad7c-4adc-aefd-de238185fc3d,互動資通股份有限公司,infra工程師,MIS程式設計師,"※目前上班地及面試地點：新北市新店區北新路三段207-3號11樓

本職位本職位負責簡訊平台的基礎架構維運與優化，包含環境部署、網路設定、資源監控、自動化工具應用等工作，確保平台穩定、高可用且具可擴展性。您將與 SRE 團隊與主管密切合作，支援平台在高流量情境下持續穩定運作。主要的工作項目如下：

1.維護與管理平台基礎架構（網路、主機、儲存、虛擬化、雲端環境）
2.規劃並執行環境部署、自動化建置、備援架構與容量管理
3.建立與維護監控、告警機制，提升系統可觀察性
4.協助排查平台事件與維運問題，並提供技術支援
5.撰寫並維護 Infra 相關作業流程與操作手冊（Runbook / Playbook）",低風險,0.288
e9a65b25-6467-42fb-b526-f0175621ef46,安聯人壽保險股份有限公司(總公司),數位策略創新部 Digital Strategy&Inno. Center - Data Scientist,資料工程師,"At Allianz, we rely on insightful data to power our services and business. We are seeking an experienced pipeline-centric data engineer to put it to good use. The ideal candidate will have the expected mathematical and statistical expertise, combined with a rare curiosity and creativity. This person will wear many hats in the role, but much of the focus will be on data transformation, data model deployment and monitoring. Also will be included in part of data scientist work. Beyond technical prowess, the data engineer will need soft skills for clearly communicating highly complex data trends to business leaders. We are looking for someone willing to join and help the company get the most from its data.
• Maintaining scalable data pipelines and data processing systems.
• Collecting, aggregating, and transforming large datasets from various sources into usable formats.
• Implementing data quality and validation procedures to ensure accurate and reliable data.
• Developing and optimizing data models and schemas for efficient data storage and retrieval.
• Collaborating with cross-functional teams (e.g., data analysts and IT engineers) to understand data needs and requirements, and support to generate insights.
• Stay updated with industry trends and emerging technologies; proactively recommend ways to apply them to the business.
• Embrace change, contribute to a culture of experimentation, and support the company's evolving data strategy.

 
This role as part of growing Data Office, is a key person to transform the data to into usable source. Besides will also expected to generate actionable insights with business impact. The candidate should have good programming and modelling skill, as well as business mind set to provide insightful result for business purpose.",低風險,0.169
d7d4b796-1286-4f1c-9ea6-0a325d6c6184,大同世界科技股份有限公司,P255-CE 電腦工程師[駐點專約](台北內湖區),系統工程師,"▶ JD工作說明
1.電腦軟硬體設備故障排除及維護
2.熟悉WINDOWS系統 / OFFICE /相關桌面應用軟體操作
3.Helpdesk及管理工作
4.OA設備基本故障排除
5.工作相關流程處理及追蹤

▶ JS具備技能
1.可獨立作業
2.需主動積極追蹤工作進度者",中風險,0.348
d7d4b796-1286-4f1c-9ea6-0a325d6c6184,大同世界科技股份有限公司,P255-CE 電腦工程師[駐點專約](台北內湖區),資訊設備管制人員,"▶ JD工作說明
1.電腦軟硬體設備故障排除及維護
2.熟悉WINDOWS系統 / OFFICE /相關桌面應用軟體操作
3.Helpdesk及管理工作
4.OA設備基本故障排除
5.工作相關流程處理及追蹤

▶ JS具備技能
1.可獨立作業
2.需主動積極追蹤工作進度者",中風險,0.369
68a5dac1-a95e-4a51-9d4c-52907d510ff1,Allion_百佳泰股份有限公司,測試人員-實習/工讀 (中興新村南投高等研究園區),電腦組裝／測試,"1. 電腦整合測試。
2. 系統維護操作。
3. 歡迎對電子產品有興趣者。",中風險,0.365
68a5dac1-a95e-4a51-9d4c-52907d510ff1,Allion_百佳泰股份有限公司,測試人員-實習/工讀 (中興新村南投高等研究園區),系統工程師,"1. 電腦整合測試。
2. 系統維護操作。
3. 歡迎對電子產品有興趣者。",低風險,0.33
68a5dac1-a95e-4a51-9d4c-52907d510ff1,Allion_百佳泰股份有限公司,測試人員-實習/工讀 (中興新村南投高等研究園區),軟韌體測試工程師,"1. 電腦整合測試。
2. 系統維護操作。
3. 歡迎對電子產品有興趣者。",中風險,0.338
e82ba026-4f1b-40c0-92ba-dfd2932606f7,日商樂比亞股份有限公司台灣分公司,【總公司】MIS專員,MIS／網管主管,"1.公司資訊相關設備與電腦維護及資訊類資產管理。
2.各部門之資訊設備維護及故障排除。
3.協助排除各店系統及網管問題。
4.協助系統商POS機設備維運及整合業務推進及執行。
5.其他系統管理及維護。
6.公司內部設備申請、更換、維護及管理。
7.負責開店系統設備前置規劃及測試。
8.協助總務等行政事務。
9.主管交辦之事項及MIS相關工作。",中風險,0.381
e82ba026-4f1b-40c0-92ba-dfd2932606f7,日商樂比亞股份有限公司台灣分公司,【總公司】MIS專員,資訊設備管制人員,"1.公司資訊相關設備與電腦維護及資訊類資產管理。
2.各部門之資訊設備維護及故障排除。
3.協助排除各店系統及網管問題。
4.協助系統商POS機設備維運及整合業務推進及執行。
5.其他系統管理及維護。
6.公司內部設備申請、更換、維護及管理。
7.負責開店系統設備前置規劃及測試。
8.協助總務等行政事務。
9.主管交辦之事項及MIS相關工作。",中風險,0.38
e82ba026-4f1b-40c0-92ba-dfd2932606f7,日商樂比亞股份有限公司台灣分公司,【總公司】MIS專員,MIS程式設計師,"1.公司資訊相關設備與電腦維護及資訊類資產管理。
2.各部門之資訊設備維護及故障排除。
3.協助排除各店系統及網管問題。
4.協助系統商POS機設備維運及整合業務推進及執行。
5.其他系統管理及維護。
6.公司內部設備申請、更換、維護及管理。
7.負責開店系統設備前置規劃及測試。
8.協助總務等行政事務。
9.主管交辦之事項及MIS相關工作。",中風險,0.335
846adb34-b78c-461c-b8ae-983bb5d16760,台灣運動彩券股份有限公司,網路工程師,網路管理工程師,"1. Router、Switch、FW、NMS管理維護。
2. 須配合On Call，設備、線路障礙能即時處理。
3. 辦理行政作業與主管交辦工作。",中風險,0.372
